code,term
10409611000001103,Prednisolone 1mg tablets (Arrow Generics Ltd) (AMP)
10410111000001103,Prednisolone 5mg tablets (Arrow Generics Ltd) (AMP)
110811000001100,Prednisolone 5mg tablets (Teva UK Ltd) (AMP)
13053211000001103,Prednisolone 1.5mg/5ml oral suspension (Special Order) (AMP)
13053711000001105,Prednisolone 1.5mg/5ml oral solution (Special Order) (AMP)
13054411000001101,Prednisolone 10mg/5ml oral suspension (Special Order) (AMP)
13054711000001107,Prednisolone 10mg/5ml oral solution (Special Order) (AMP)
13055311000001107,Prednisolone 15mg/5ml oral suspension (Special Order) (AMP)
13055911000001108,Prednisolone 15mg/5ml oral solution (Special Order) (AMP)
13056211000001105,Prednisolone 1mg/5ml oral suspension (Special Order) (AMP)
13056511000001108,Prednisolone 1mg/5ml oral solution (Special Order) (AMP)
13056811000001106,Prednisolone 2.5mg/5ml oral suspension (Special Order) (AMP)
13057411000001106,Prednisolone 2.5mg/5ml oral solution (Special Order) (AMP)
13058011000001101,Prednisolone 20mg/5ml oral suspension (Special Order) (AMP)
13058311000001103,Prednisolone 20mg/5ml oral solution (Special Order) (AMP)
13058611000001108,Prednisolone 25mg/5ml oral suspension (Special Order) (AMP)
13058911000001102,Prednisolone 25mg/5ml oral solution (Special Order) (AMP)
13078311000001101,Prednisolone 1.5mg/5ml oral solution (VMP)
13078411000001108,Prednisolone 1.5mg/5ml oral suspension (VMP)
13078611000001106,Prednisolone 10mg/5ml oral suspension (VMP)
13078911000001100,Prednisolone 1mg/5ml oral solution (VMP)
13079011000001109,Prednisolone 1mg/5ml oral suspension (VMP)
13079111000001105,Prednisolone 2.5mg/5ml oral solution (VMP)
13079211000001104,Prednisolone 2.5mg/5ml oral suspension (VMP)
13079311000001107,Prednisolone 20mg/5ml oral solution (VMP)
13079411000001100,Prednisolone 20mg/5ml oral suspension (VMP)
13079511000001101,Prednisolone 25mg/5ml oral solution (VMP)
13079611000001102,Prednisolone 25mg/5ml oral suspension (VMP)
13120111000001109,Prednisolone 5mg/5ml oral suspension (Special Order) (AMP)
13120411000001104,Prednisolone 5mg/5ml oral solution (Special Order) (AMP)
