code,term
1000731000000107,Serum creatinine level
1000981000000109,Corrected plasma creatinine level
1000991000000106,Corrected serum creatinine level
1001011000000107,Plasma creatinine level
1106601000000100,Substance concentration of creatinine in plasma
1107001000000108,Substance concentration of creatinine in serum
1109421000000104,Substance concentration of creatinine in plasma using colorimetric analysis
1109431000000102,Substance concentration of creatinine in plasma using enzymatic analysis
1109441000000106,Substance concentration of creatinine in serum using colorimetric analysis
1109451000000109,Substance concentration of creatinine in serum using enzymatic analysis
53641000237107,Corrected mass concentration of creatinine in plasma
