code,term
100411000000103,O/E - pinhole R-eye completely blind
100571000000109,O/E - pinhole L-eye completely blind
105505001,Blind person
105597003,Blindness AND/OR vision impairment level
111518009,"Impairment level: better eye: severe impairment: lesser eye: blind, not further specified"
111519001,Impairment level: one eye: near-total impairment: other eye: normal vision
1208859003,Posterior ischemic optic neuropathy due to arteritis
12237911000119109,Amaurosis fugax of left eye
12237951000119105,Amaurosis fugax of right eye
1231188007,Occlusion of ophthalmic artery
1231696003,Transient vision loss caused by light
1371298002,Dependent on guide dog
139548004,Blindness
141145005,O/E R-eye: [perceives light only] or [blind]
141146006,O/E - R-eye completely blind
141159003,O/E L-eye: [perceives light only] or [blind]
141160008,O/E - L-eye completely blind
14357004,Ischemic optic neuropathy
147957006,Registered: [partially sighted] or [partially blind]
147958001,Registered blind
151592008,Blind rehabilitation
15203004,Sudden visual loss
155111000,(Retinal vascular occlusion) or (amaurosis fugax) or (retinal thrombosis)
155146008,Impaired vision (& [blindness &/or low] or [partial sight])
155147004,Blindness - both eyes
155148009,Blind or low vision - both eyes
155149001,Blind or low vision - one eye only
155150001,Blindness or low vision NOS
15997471000119103,Ischemia of retina of left eye
15997511000119107,Ischemia of retina of bilateral eyes
15997551000119108,Ischemia of retina of right eye
16279401000119108,Occlusion of right cilioretinal artery
16279441000119105,Occlusion of left cilioretinal artery
16279481000119100,Occlusion of bilateral cilioretinal arteries
16376191000119109,Arteritic anterior ischemic optic neuropathy of bilateral eyes
16376241000119109,Arteritic anterior ischemic optic neuropathy of left eye
16376391000119106,Arteritic anterior ischemic optic neuropathy of right eye
163945008,O/E R-eye: [perceives light only] or [blind]
163946009,On examination - right eye completely blind
163959001,O/E L-eye: [perceives light only] or [blind]
163960006,On examination - left eye completely blind
16931000000106,Certification of blindness - Scotland
16941000000102,Scottish - partially sighted certification
16961000000101,Scottish certification visual handicap - likely to improve
16971000000108,Scottish certification visual handicap - likely to deteriorate
170726007,Registered: [partially sighted] or [partially blind]
170727003,Registered blind
183361009,Blind rehabilitation
193427006,Retinal ischaemia
193644003,Other transient visual loss
193698004,Impaired vision (& [blindness &/or low] or [partial sight])
193699007,Blindness - both eyes
193700008,Unspecified blindness both eyes
193701007,Both eyes total visual impairment
193702000,"Better eye: near total visual impairment, Lesser eye: unspecified"
193703005,"Better eye: near total visual impairment, Lesser eye: total visual impairment"
193704004,"Better eye: near total visual impairment, Lesser eye: near total visual impairment"
193705003,"Better eye: profound visual impairment, Lesser eye: unspecified"
193706002,"Better eye: profound visual impairment, Lesser eye: total visual impairment"
193707006,"Better eye: profound visual impairment, Lesser eye: near total visual impairment"
193708001,"Better eye: profound visual impairment, Lesser eye: profound visual impairment"
193709009,Acquired blindness of bilateral eyes
193710004,Blindness both eyes NOS
193711000,"Better eye: low vision, Lesser eye: profound visual impairment"
193712007,"One eye blind, one eye low vision"
193713002,"Better eye: severe visual impairment, Lesser eye: blind, unspecified"
193714008,"Better eye: severe visual impairment, Lesser eye: total visual impairment"
193715009,"Better eye: severe visual impairment, Lesser eye: near total visual impairment"
193716005,"Better eye: severe visual impairment, Lesser eye: profound visual impairment"
193717001,"Better eye: moderate visual impairment, Lesser eye: blind, unspecified"
193718006,"Better eye: moderate visual impairment, Lesser eye: total visual impairment"
193720009,"Better eye: moderate visual impairment, Lesser eye: profound visual impairment"
193721008,"One eye blind, one eye low vision NOS"
193722001,"Low vision, both eyes"
193724000,"Better eye: severe visual impairment, Lesser eye: low vision unspecified"
193725004,"Better eye: severe visual impairment, Lesser eye: severe visual impairment"
193727007,"Better eye: moderate visual impairment, Lesser eye: severe visual impairment"
193730000,"Visual loss, both eyes unqualified"
193733003,"Blindness, one eye, unspecified"
193734009,"Lesser eye: total visual impairment, Better eye: unspecified"
193735005,"Lesser eye: total visual impairment, Better eye: near normal vision"
193736006,"Lesser eye: total visual impairment, Better eye: normal vision"
