code,term
1049301000000100,Haemoglobin A1c level (diagnostic reference range) - International Federation of Clinical Chemistry and Laboratory Medicine standardised
1049321000000109,Haemoglobin A1c level (monitoring ranges) - International Federation of Clinical Chemistry and Laboratory Medicine standardised
1107481000000106,Substance concentration of haemoglobin A1c in blood
1971000237103,Substance concentration of haemoglobin A1c diagnostic reference range in blood
6181000237109,Substance concentration of haemoglobin A1c monitoring range in blood
999791000000106,Haemoglobin A1c level - International Federation of Clinical Chemistry and Laboratory Medicine standardised
